Project Performance PC1,Attitude PC1,Knowledge PC1,Practices PC1
-1.3957976881920862,-0.2892645548730004,-0.5018670591726052,-1.1625089580713905
-1.3957976881920948,0.6133827166310998,-0.5018670591726055,-1.1625089580713932
-1.0023815213289897,0.6133827166310973,-0.501867059172585,-1.1625089580713936
-1.3957976881920933,-0.2892645548730046,-0.5018670591725993,-1.1625089580713912
-1.395797688192094,0.6133827166311024,-0.5018670591725982,-1.1625089580713914
-1.3957976881920942,-0.01007990123719646,-0.5018670591725981,-1.1625089580713917
-0.6089653544658821,1.2071464477978249,-0.5018670591725981,-1.1625089580713917
-1.3957976881920942,-0.883028286039728,-0.5018670591725981,-1.1625089580713917
-1.3957976881920942,-0.883028286039728,-0.5018670591725981,-1.1625089580713917
1.0472030333699727,-0.010079901237195044,0.43680350089613146,0.6658344611344726
0.6173538168466968,0.8510656032356915,0.43680350089613146,1.070690340718568
1.834035367096184,-0.6038436324039184,0.43680350089613146,1.070690340718568
0.6173538168466968,-0.6038436324039184,0.43680350089613146,1.070690340718568
0.1884239759586211,-0.6038436324039184,0.43680350089613146,1.070690340718568
1.0625035835709091,-0.010079901237195044,-0.5018670591725981,-0.25266806760936533
0.18824814614232052,-0.010079901237195044,0.43680350089613146,1.070690340718568
1.476876420076947,1.2071464477978227,0.43680350089613146,-0.24400642932755376
1.0625035835709091,0.8510656032356915,-0.5018670591725981,0.1988088005370887
1.0472030333699727,0.613382716631099,0.43680350089613146,0.6192134725721138
1.9059820907813234,-0.6038436324039184,0.43680350089613146,-0.25266806760936533
1.476876420076947,1.2071464477978227,0.43680350089613146,1.070690340718568
1.0472030333699727,-0.883028286039728,0.43680350089613146,1.070690340718568
0.699876043292778,-0.883028286039728,0.43680350089613146,0.6658344611344726
-1.3957976881920942,-0.2892645548730043,-0.5018670591725981,-1.1625089580713917
-1.3957976881920942,0.613382716631099,-0.5018670591725981,-1.1625089580713917
-1.3957976881920942,0.613382716631099,-0.5018670591725981,-1.1625089580713917
-1.3957976881920942,-0.3661607457993259,-0.5018670591725981,-1.1625089580713917
-1.3957976881920942,1.2071464477978227,-0.5018670591725981,-1.1625089580713917
-1.3957976881920942,0.613382716631099,-0.5018670591725981,-0.7576530784872963
-1.3957976881920942,1.2071464477978227,-0.5018670591725981,-1.1625089580713917
-1.3957976881920942,1.2071464477978227,-0.5018670591725981,-1.1625089580713917
